C,Accuracy
0.0,
0.020202020202020204,0.39041956956171736
0.04040404040404041,0.39002116318721536
0.06060606060606061,0.38999270558903665
0.08080808080808081,0.389167435241854
0.10101010101010102,0.38526874429137015
0.12121212121212122,0.3894520112236411
0.14141414141414144,0.3894235536254624
0.16161616161616163,0.3865208786112336
0.18181818181818182,0.3899073327945005
0.20202020202020204,0.3894520112236411
0.22222222222222224,0.3858663538531232
0.24242424242424243,0.3853541170859064
0.26262626262626265,0.3907041455435045
0.2828282828282829,0.38905360484913915
0.30303030303030304,0.38398815237332806
0.32323232323232326,0.3894804688218198
0.3434343434343435,0.3877445553329183
0.36363636363636365,0.38950892641999857
0.38383838383838387,0.3839596947751494
0.4040404040404041,0.38652087861123363
0.42424242424242425,0.3901065359817515
0.4444444444444445,0.3913302127034362
0.4646464646464647,0.38945201122364115
0.48484848484848486,0.38976504480360696
0.5050505050505051,0.386179387433089
0.5252525252525253,0.3893950960272837
0.5454545454545455,0.38896823205460296
0.5656565656565657,0.3830775092316092
0.5858585858585859,0.38828524969831385
0.6060606060606061,0.38709003057480784
0.6262626262626263,0.389167435241854
0.6464646464646465,0.3903057391690025
0.6666666666666667,0.38996424799085794
0.686868686868687,0.3890820624473178
0.7070707070707072,0.3896796679593201
0.7272727272727273,0.38959429921453465
0.7474747474747475,0.38822833450195643
0.7676767676767677,0.3887121136709945
0.787878787878788,0.38976504480360696
0.8080808080808082,0.38526874429137015
0.8282828282828284,0.3876022673420247
0.8484848484848485,0.38965121441089207
0.8686868686868687,0.38706157297662913
0.888888888888889,0.38398815237332806
0.9090909090909092,0.38398815237332806
0.9292929292929294,0.38677699294509127
0.9494949494949496,0.38686236978937816
0.9696969696969697,0.3902772815708238
0.98989898989899,0.3899642439411072
1.0101010101010102,0.3895942992145347
1.0303030303030305,0.389167435241854
1.0505050505050506,0.3863216713742319
1.0707070707070707,0.38356128435089665
1.090909090909091,0.3870615729766292
1.1111111111111112,0.39107409027007706
1.1313131313131315,0.38455730433690233
1.1515151515151516,0.3909887215252916
1.1717171717171717,0.38828524969831385
1.191919191919192,0.39056185755261097
1.2121212121212122,0.38871211367099456
1.2323232323232325,0.3870046577802717
1.2525252525252526,0.389565841616356
1.272727272727273,0.389167435241854
1.292929292929293,0.388569825680101
1.3131313131313131,0.3848703379168682
1.3333333333333335,0.38327671241886024
1.3535353535353536,0.39101717912347034
1.373737373737374,0.39002116318721536
1.393939393939394,0.38535411708590633
1.4141414141414144,0.3880291313147054
1.4343434343434345,0.38469959232779594
1.4545454545454546,0.38660625140576976
1.474747474747475,0.387374606556595
1.494949494949495,0.38896823205460296
1.5151515151515154,0.3895089223702478
1.5353535353535355,0.3890820624473178
1.5555555555555556,0.3902772815708238
1.575757575757576,0.3852971978397982
1.595959595959596,0.3869477425839143
1.6161616161616164,0.3877160977347396
1.6363636363636365,0.3856671506658722
1.6565656565656568,0.3844434739441875
1.676767676767677,0.38432964355147264
1.696969696969697,0.3904764847580748
1.7171717171717173,0.38999270558903665
1.7373737373737375,0.3892243504382114
1.7575757575757578,0.3865208786112336
1.777777777777778,0.39078951833804065
1.7979797979797982,0.3832482507709308
1.8181818181818183,0.3899357903926793
1.8383838383838385,0.3891389776436752
1.8585858585858588,0.3894520071738904
1.878787878787879,0.38936663842910496
1.8989898989898992,0.3859232690494806
1.9191919191919193,0.38535411708590633
1.9393939393939394,0.3895373840181773
1.9595959595959598,0.38919589284003264
1.97979797979798,0.3897934983520349
2.0,0.3882567921001351
